Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;1;2005;F;D;60628;412;50395,88; AUTRES FOURNITURES NON STOCKEES;STADES
VILLE;1;2005;I;D;2312;412;3910948,15; IMMOBILISATIONS EN COURS TERRAINS;STADES
VILLE;1;2005;F;D;6281;30;1000; CONCOURS DIVERS (COTISATIONS);SERVICES COMMUNS
VILLE;1;2005;I;R;4815;;3332096,39; SUBVENTIONS POUR EQUIPEMENT DE TIERS;
VILLE;1;2005;F;D;64111;422;1454440,72; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2005;F;D;6282;90;2501,91; FRAIS DE GARDIENNAGE;INTERVENTIONS ECONOMIQUES
VILLE;1;2005;F;D;6236;22;13524,23; CATALOGUES ET IMPRIMES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2005;F;D;6232;421;4720,03; FETES ET CEREMONIES;CENTRES DE LOISIRS
VILLE;1;2005;F;D;64731;64;58516,09; ALLOC CHOM;CRECHES ET GARDERIES
VILLE;1;2005;F;D;6812;;3332096,39; DOTATIONS AUX AMORTISSEMENTS DES CHARGES D'EXPLOITATION A REPARTIR;
VILLE;1;2005;F;D;6261;30;74,29; FRAIS D'AFFRANCHISSEMENT;SERVICES COMMUNS
VILLE;1;2005;F;D;6331;112;53368,58; VERSEMENT DE TRANSPORT;POLICE MUNICIPALE
VILLE;1;2005;F;D;60636;12;472,55; VETEMENTS DE TRAVAIL;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2005;F;R;70878;822;42204,16; REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2005;F;D;60636;323;230,59; VETEMENTS DE TRAVAIL;ARCHIVES
VILLE;1;2005;F;D;6282;422;8459,93; FRAIS DE GARDIENNAGE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2005;F;D;615232;211;7426,6; ENTRETIEN ET REP RESEAUX;ECOLES MATERNELLES
VILLE;1;2005;F;D;60631;822;7654,4; FOURNITURES D'ENTRETIEN;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2005;I;D;2031;824;259430,79; FRAIS D'ETUDES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2005;I;D;4815;;4875747,4; SUBVENTIONS POUR EQUIPEMENT DE TIERS;
VILLE;1;2005;F;D;6132;112;29823,57; LOCATIONS IMMOBILIERES;POLICE MUNICIPALE
VILLE;1;2005;F;D;61551;20;99806,77; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;64112;820;32366,52; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;SERVICES COMMUNS
VILLE;1;2005;I;D;2184;324;12970,82; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;1;2005;I;D;2313;251;223004,28; IMMOBILISATIONS EN COURS CONSTRUCTION;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;F;R;70321;112;39468,7; DROITS DE STATIONNEMENT ET DE LOCATION SUR LA VOIE PUBLIQUE;POLICE MUNICIPALE
VILLE;1;2005;F;R;778;211;9388,6; AUTRES PRODUITS EXCEPTIONNELS;ECOLES MATERNELLES
VILLE;1;2005;F;D;6453;823;1169970,89; COTISATIONS AUX CAISSES DE RETRAITES;ESPACES VERTS URBAINS
VILLE;1;2005;F;D;6226;20;34197,8; HONORAIRES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;60622;20;538887,78; CARBURANTS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6488;823;207523,44; AUTRES CHARGES;ESPACES VERTS URBAINS
VILLE;1;2005;F;D;60631;824;471,53; FOURNITURES D'ENTRETIEN;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2005;F;D;6156;48;4491,24; MAINTENANCE;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;I;D;2315;816;3206650,83; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2005;F;R;758;211;40392,65; Produits divers de gestion cou;ECOLES MATERNELLES
VILLE;1;2005;F;D;60628;212;25600,48; AUTRES FOURNITURES NON STOCKEES;ECOLES PRIMAIRES
VILLE;1;2005;F;D;6042;323;77427,5; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;ARCHIVES
VILLE;1;2005;I;D;2312;212;75856,31; IMMOBILISATIONS EN COURS TERRAINS;ECOLES PRIMAIRES
VILLE;1;2005;F;D;6615;;208997,09; INTERETS DES COMPTES COURANTS ET DE DEPOTS CREDITEURS;
VILLE;1;2005;I;D;2161;322;21598; OEUVRES ET OBJETS D'ART;MUSEES
VILLE;1;2005;F;D;6042;24;299980,6; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;FETES ET CEREMONIES
VILLE;1;2005;F;D;615221;64;125087,14; ENTRETIEN ET REP BAT PUBLICS;CRECHES ET GARDERIES
VILLE;1;2005;F;D;6488;112;142253,1; AUTRES CHARGES;POLICE MUNICIPALE
VILLE;1;2005;F;D;64111;21;311915,86; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ASSEMBLEE LOCALE
VILLE;1;2005;F;D;64111;251;1175827,9; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;I;D;2313;422;1065795,83; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2005;F;D;6281;20;198747,67; CONCOURS DIVERS (COTISATIONS);ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6488;411;53733,5; AUTRES CHARGES;SALLES DE SPORT, GYMNASES
VILLE;1;2005;F;D;6262;816;3715,98; FRAIS DE TELECOMMUNICATIONS;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2005;F;D;6156;112;90280,45; MAINTENANCE;POLICE MUNICIPALE
VILLE;1;2005;F;D;6262;211;117439,64; FRAIS DE TELECOMMUNICATIONS;ECOLES MATERNELLES
VILLE;1;2005;F;D;668;;60000; AUTRES CHARGES FINANCIERES;
VILLE;1;2005;F;R;775;20;37411,17; PRODUITS DES CESSIONS D'IMMOBILISATIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6227;822;621,12; FRAIS D'ACTE ET DE CONTENTIEUX;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2005;F;D;64131;91;12379,2; REMUNERATION;FOIRES ET MARCHES
VILLE;1;2005;F;D;60631;411;22353,85; FOURNITURES D'ENTRETIEN;SALLES DE SPORT, GYMNASES
VILLE;1;2005;F;D;61558;211;3860,7; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;ECOLES MATERNELLES
VILLE;1;2005;F;D;64131;821;6729,05; REMUNERATION;EQUIPEMENTS DE VOIRIE
VILLE;1;2005;F;D;6247;251;35513,43; TRANSPORT COLLECTIF;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;F;D;6135;211;67361,26; LOCATIONS MOBILIERES;ECOLES MATERNELLES
VILLE;1;2005;F;D;614;321;3937; CHARGES LOCATIVES ET DE COPROPRIETE;BIBLIOTHEQUES ET MEDIATHEQUES
VILLE;1;2005;F;D;61523;821;140131,36; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;EQUIPEMENTS DE VOIRIE
VILLE;1;2005;F;D;6042;814;84522,13; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;ECLAIRAGE PUBLIC
VILLE;1;2005;F;D;611;30;236808; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;SERVICES COMMUNS
VILLE;1;2005;F;D;6532;21;36549,85; FRAIS DE MISSIONS MAIRES ADJOINTS CONSEILLERS;ASSEMBLEE LOCALE
VILLE;1;2005;F;D;6064;40;5348,2; FOURNITURES ADMINISTRATIVES;SERVICES COMMUNS
VILLE;1;2005;F;D;60633;211;277,05; FOURNITURES DE VOIRIE;ECOLES MATERNELLES
VILLE;1;2005;F;D;60631;30;35,52; FOURNITURES D'ENTRETIEN;SERVICES COMMUNS
VILLE;1;2005;I;R;28182;;514404,59; MATERIEL DE TRANSPORT;
VILLE;1;2005;F;D;615221;26;12385,99; ENTRETIEN ET REP BAT PUBLICS;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2005;F;D;615221;823;28267,73; ENTRETIEN ET REP BAT PUBLICS;ESPACES VERTS URBAINS
VILLE;1;2005;I;D;205;26;3786; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2005;F;D;6241;48;1923,42; TRANSPORT DE BIENS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;F;D;6231;23;230998,57; ANNONCES ET INSERTIONS;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2005;F;D;60632;48;1116,2; FOURNITURES DE PETIT EQUIPEMENT;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;F;D;6226;12;12901,6; HONORAIRES;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2005;F;D;6262;24;3817,43; FRAIS DE TELECOMMUNICATIONS;FETES ET CEREMONIES
VILLE;1;2005;F;D;6042;822;15702,84; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2005;F;D;6488;64;486905,22; AUTRES CHARGES;CRECHES ET GARDERIES
VILLE;1;2005;F;D;678;20;68,96; AUTRES CHARGES EXCEPTIONNELLES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6262;20;251596,42; FRAIS DE TELECOMMUNICATIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;64111;20;11027654,64; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6184;20;41964,75; VERSEMENTS A DES ORGANISMES DE FORMATION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6451;22;306135,09; COTISATIONS A L'URSSAF;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2005;F;R;757;91;193608,1; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;FOIRES ET MARCHES
VILLE;1;2005;F;R;758;64;184419,2; Produits divers de gestion cou;CRECHES ET GARDERIES
VILLE;1;2005;F;D;6182;30;1804,08; DOCUMENTATION GENERALE ET TECHNIQUE;SERVICES COMMUNS
VILLE;1;2005;F;D;64112;822;126031,64; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2005;I;R;27635;;64028,59; AUTRES CREANCES IMMOBILISEES SUR GROUPEMENTS DES COLLECTIVITES;
VILLE;1;2005;F;R;778;90;413,2; AUTRES PRODUITS EXCEPTIONNELS;INTERVENTIONS ECONOMIQUES
VILLE;1;2005;F;D;6251;30;1404,12; VOYAGES ET DEPLACEMENTS;SERVICES COMMUNS
VILLE;1;2005;F;R;60222;20;115182,41; PRODUITS D'ENTRETIEN;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;64118;251;194814,91; AUTRES INDEMNITES PERSONNEL TITULAIRE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;F;D;64111;412;1784600,92; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;STADES
VILLE;1;2005;F;D;64831;20;112390,43; INDEMNITES AUX AGENTS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;I;D;2313;48;13323,44; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;F;D;6156;816;432487,18; MAINTENANCE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2005;F;D;6218;20;4931,31; AUTRE PERSONNEL EXTERIEUR;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;64131;823;400702,83; REMUNERATION;ESPACES VERTS URBAINS
VILLE;1;2005;F;D;6064;23;7057,85; FOURNITURES ADMINISTRATIVES;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2005;I;D;2315;20;592274,2; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;60628;816;389,41; AUTRES FOURNITURES NON STOCKEES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2005;I;D;27635;;64028,59; AUTRES CREANCES IMMOBILISEES SUR GROUPEMENTS DES COLLECTIVITES;
VILLE;1;2005;F;D;64118;212;827474,8; AUTRES INDEMNITES PERSONNEL TITULAIRE;ECOLES PRIMAIRES
VILLE;1;2005;F;D;60612;412;369717,47; ENERGIE ET ELECTRICITE;STADES
VILLE;1;2005;F;R;7066;64;2687234,19; REDEVANCES ET DROITS DES SERVICES A CARACTERE SOCIAL;CRECHES ET GARDERIES
VILLE;1;2005;F;D;6488;421;4440; AUTRES CHARGES;CENTRES DE LOISIRS
VILLE;1;2005;F;D;64111;112;2746172,9; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;POLICE MUNICIPALE
VILLE;1;2005;F;D;6451;24;128059,89; COTISATIONS A L'URSSAF;FETES ET CEREMONIES
VILLE;1;2005;F;R;70878;20;1188287,19; REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6451;30;107113,91; COTISATIONS A L'URSSAF;SERVICES COMMUNS
VILLE;1;2005;I;R;1343;824;1199576,05; PLAN D AMENAGEMENT D ENSEMBLE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2005;F;D;615232;823;1343975,65; ENTRETIEN ET REP RESEAUX;ESPACES VERTS URBAINS
VILLE;1;2005;F;R;7918;;4875747,4; AUTRES TRANSFERTS DE CHARGES DE FONCTIONNEMENT COURANT;
VILLE;1;2005;F;D;651;112;6487; REDEVANCE POUR CONCESSIONS BREVETS LICENCES PROCEDES DROITS ET VALEURS SIMILAIRE;POLICE MUNICIPALE
VILLE;1;2005;F;D;6232;30;160682,19; FETES ET CEREMONIES;SERVICES COMMUNS
VILLE;1;2005;F;D;6453;12;111789,7; COTISATIONS AUX CAISSES DE RETRAITES;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2005;F;D;60636;30;279,71; VETEMENTS DE TRAVAIL;SERVICES COMMUNS
VILLE;1;2005;F;D;6156;422;13252,37; MAINTENANCE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2005;F;D;64112;24;6,09; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;FETES ET CEREMONIES
VILLE;1;2005;F;D;64131;112;25685; REMUNERATION;POLICE MUNICIPALE
VILLE;1;2005;F;D;6236;421;4180,83; CATALOGUES ET IMPRIMES;CENTRES DE LOISIRS
VILLE;1;2005;F;D;60631;23;28,7; FOURNITURES D'ENTRETIEN;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2005;F;D;6156;251;21676,39; MAINTENANCE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;I;R;1321;324;75000; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;1;2005;F;D;64118;20;18340,41; AUTRES INDEMNITES PERSONNEL TITULAIRE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;R;7718;20;44695,44; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6611;;69258,07; INTERETS DES EMPRUNTS ET DETTES;
VILLE;1;2005;F;D;64118;412;400785,3; AUTRES INDEMNITES PERSONNEL TITULAIRE;STADES
VILLE;1;2005;F;D;6231;212;4301,77; ANNONCES ET INSERTIONS;ECOLES PRIMAIRES
VILLE;1;2005;F;D;6241;322;1028,56; TRANSPORT DE BIENS;MUSEES
VILLE;1;2005;F;D;6572;25;570200; SUBVENTIONS DE FONCTIONNEMENT AUX PERSONNES DE DROIT PRIVE;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;1;2005;F;D;60611;823;19960,04; EAU ET ASSAINISSSEMENT;ESPACES VERTS URBAINS
VILLE;1;2005;F;D;6451;822;638304,29; COTISATIONS A L'URSSAF;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2005;F;D;60631;20;12124,35; FOURNITURES D'ENTRETIEN;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;60632;822;12652,89; FOURNITURES DE PETIT EQUIPEMENT;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2005;F;D;6042;26;167595,5; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2005;F;D;6282;112;3407,6; FRAIS DE GARDIENNAGE;POLICE MUNICIPALE
VILLE;1;2005;F;D;60636;251;9133,64; VETEMENTS DE TRAVAIL;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;F;D;6185;48;300; FRAIS DE COLLOQUES ET SEMINAIRES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;F;D;61521;412;139698,31; ENTRETIEN ET REPARATIONS SUR TERRAINS;STADES
VILLE;1;2005;F;D;6488;30;16781,9; AUTRES CHARGES;SERVICES COMMUNS
VILLE;1;2005;F;D;6355;20;50683,44; TAXES ET IMPOTS SUR LES VEHICULES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;61558;251;73499,52; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;F;D;6574;213;214635; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;CLASSES REGROUPEES
VILLE;1;2005;F;D;6331;823;77493,16; VERSEMENT DE TRANSPORT;ESPACES VERTS URBAINS
VILLE;1;2005;F;D;615221;422;248018,81; ENTRETIEN ET REP BAT PUBLICS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2005;F;D;60636;422;805,33; VETEMENTS DE TRAVAIL;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2005;F;D;6574;520;670756; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;SERVICES COMMUNS
VILLE;1;2005;F;D;61523;421;121,72; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;CENTRES DE LOISIRS
VILLE;1;2005;F;D;6331;411;16988,4; VERSEMENT DE TRANSPORT;SALLES DE SPORT, GYMNASES
VILLE;1;2005;I;D;2315;823;397715,89; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ESPACES VERTS URBAINS
VILLE;1;2005;F;D;6227;20;360498,53; FRAIS D'ACTE ET DE CONTENTIEUX;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;64131;312;37359,37; REMUNERATION;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;1;2005;F;D;60612;64;117111,22; ENERGIE ET ELECTRICITE;CRECHES ET GARDERIES
VILLE;1;2005;F;R;758;411;26866,75; Produits divers de gestion cou;SALLES DE SPORT, GYMNASES
VILLE;1;2005;F;D;64118;820;400222,5; AUTRES INDEMNITES PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;1;2005;F;R;758;820;27449,2; Produits divers de gestion cou;SERVICES COMMUNS
VILLE;1;2005;F;D;64111;23;683643,8; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2005;F;D;60628;20;73408,62; AUTRES FOURNITURES NON STOCKEES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;6236;112;62635,45; CATALOGUES ET IMPRIMES;POLICE MUNICIPALE
VILLE;1;2005;F;D;6064;20;196987,77; FOURNITURES ADMINISTRATIVES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;64111;814;388898,51; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ECLAIRAGE PUBLIC
VILLE;1;2005;F;D;60631;212;32538,75; FOURNITURES D'ENTRETIEN;ECOLES PRIMAIRES
VILLE;1;2005;F;D;61558;421;1616,21; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;CENTRES DE LOISIRS
VILLE;1;2005;F;D;614;12;366,19; CHARGES LOCATIVES ET DE COPROPRIETE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2005;F;D;6231;20;269291,48; ANNONCES ET INSERTIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;I;D;2184;211;136822,01; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;ECOLES MATERNELLES
VILLE;1;2005;F;R;758;323;9430,05; Produits divers de gestion cou;ARCHIVES
VILLE;1;2005;I;D;2183;422;17451,16; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2005;F;R;7911;30;39864,27; Indemnites de sinistres;SERVICES COMMUNS
VILLE;1;2005;F;D;6064;816;2047,72; FOURNITURES ADMINISTRATIVES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2005;F;D;6236;211;517; CATALOGUES ET IMPRIMES;ECOLES MATERNELLES
VILLE;1;2005;F;D;6488;820;54898,4; AUTRES CHARGES;SERVICES COMMUNS
VILLE;1;2005;F;D;60628;23;1952,28; AUTRES FOURNITURES NON STOCKEES;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2005;F;R;74123;;6897288; DOTATION DE SOLIDARITE URBAINE;
VILLE;1;2005;F;D;6227;91;3419,3; FRAIS D'ACTE ET DE CONTENTIEUX;FOIRES ET MARCHES
VILLE;1;2005;F;D;60622;30;211,54; CARBURANTS;SERVICES COMMUNS
VILLE;1;2005;F;D;6282;48;371,02; FRAIS DE GARDIENNAGE;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;F;D;6574;415;413942,51; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;MANIFESTATIONS SPORTIVES
VILLE;1;2005;F;D;6135;30;132167,52; LOCATIONS MOBILIERES;SERVICES COMMUNS
VILLE;1;2005;F;D;64111;820;1396048,78; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;1;2005;F;R;778;415;2000; AUTRES PRODUITS EXCEPTIONNELS;MANIFESTATIONS SPORTIVES
VILLE;1;2005;F;D;6042;30;748124,18; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;SERVICES COMMUNS
VILLE;1;2005;F;D;6247;421;29753,77; TRANSPORT COLLECTIF;CENTRES DE LOISIRS
VILLE;1;2005;F;D;6488;211;4812; AUTRES CHARGES;ECOLES MATERNELLES
VILLE;1;2005;I;R;1325;322;563750; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES;MUSEES
VILLE;1;2005;F;D;60631;412;4394,68; FOURNITURES D'ENTRETIEN;STADES
VILLE;1;2005;F;D;64111;212;4326083,02; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ECOLES PRIMAIRES
VILLE;1;2005;F;D;64831;112;5192,72; INDEMNITES AUX AGENTS;POLICE MUNICIPALE
VILLE;1;2005;F;D;6282;251;159,27; FRAIS DE GARDIENNAGE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;I;D;2184;421;188,6; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;CENTRES DE LOISIRS
VILLE;1;2005;F;D;64118;23;461,55; AUTRES INDEMNITES PERSONNEL TITULAIRE;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2005;F;D;64118;64;764,59; AUTRES INDEMNITES PERSONNEL TITULAIRE;CRECHES ET GARDERIES
VILLE;1;2005;F;D;61521;212;6781,23; ENTRETIEN ET REPARATIONS SUR TERRAINS;ECOLES PRIMAIRES
VILLE;1;2005;F;D;64131;211;496433,35; REMUNERATION;ECOLES MATERNELLES
VILLE;1;2005;F;D;60612;251;68672,73; ENERGIE ET ELECTRICITE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;F;D;6156;823;504,37; MAINTENANCE;ESPACES VERTS URBAINS
VILLE;1;2005;F;R;7911;251;5608,07; Indemnites de sinistres;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2005;F;D;64112;821;19955,46; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;EQUIPEMENTS DE VOIRIE
VILLE;1;2005;F;D;6451;412;340656,44; COTISATIONS A L'URSSAF;STADES
VILLE;1;2005;F;R;70688;112;65465,48; AUTRES PRESTATIONS DE SERVICES;POLICE MUNICIPALE
VILLE;1;2005;F;D;60628;48;1243,64; AUTRES FOURNITURES NON STOCKEES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;F;D;65735;30;320988; SUBVENTIONS DE FONCTIONNEMENT AUX GROUPEMENTS DE COLLECTIVITES;SERVICES COMMUNS
VILLE;1;2005;F;D;615221;411;110164,3; ENTRETIEN ET REP BAT PUBLICS;SALLES DE SPORT, GYMNASES
VILLE;1;2005;F;D;64831;212;6032,98; INDEMNITES AUX AGENTS;ECOLES PRIMAIRES
VILLE;1;2005;F;D;6451;814;68773,25; COTISATIONS A L'URSSAF;ECLAIRAGE PUBLIC
VILLE;1;2005;F;D;6281;323;210; CONCOURS DIVERS (COTISATIONS);ARCHIVES
VILLE;1;2005;F;D;6574;255;3000; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;CLASSES DE DECOUVERTE ET AUTRES SERVICES ANNEXES DE L'ENSEIGNEMENT
VILLE;1;2005;F;D;6456;20;67596; VERSEMENT AU FNC DU SUPPLEMENT FAMILIAL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2005;F;D;64118;814;194442,67; AUTRES INDEMNITES PERSONNEL TITULAIRE;ECLAIRAGE PUBLIC
VILLE;1;2005;F;D;60636;26;4970,11; VETEMENTS DE TRAVAIL;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2005;F;D;60636;112;149713,69; VETEMENTS DE TRAVAIL;POLICE MUNICIPALE
VILLE;1;2005;F;D;6064;48;3562,76; FOURNITURES ADMINISTRATIVES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2005;F;R;7411;;45846305; DOTATION FORFAITAIRE;
