Code Nature Chapitre;Libellé Nature Chapitre;Libellé court Nature Chapitre;Type de chapitre;Section;Spécial;Année;Norme;Plan comptable;Entité
010;Stocks;Stocks;G;I;0;2017;M14;M14-M14_CE;Caisses des écoles
45621;Opérations d'investissement sur établissements d'enseignement remis au département;Opérat° invest. établist enseignt départ;C;I;0;2014;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2023;M4;M4-M4;Services publics locaux à caractère industriel et commercial
76;Produits financiers;Produits financiers;C;F;0;2022;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
74;Subventions d'exploitation;Subventions d'exploitation;C;F;0;2023;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
024;Produits des cessions d'immobilisations;Produits des cessions d'immo.;L;I;0;2020;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
012;Charges de personnel et frais assimilés;Charges de personnel, frais assimilés;G;F;0;2019;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
45412;Travaux effectués d'office;Travaux effectués d'office;C;I;0;2019;M57;M57-M57;Métropoles et collectivités territoriales uniques
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations ordre intérieur de la section;G;F;0;2017;M57;M57-M57;Métropoles et collectivités territoriales uniques
70;Produits des services, du domaine et ventes diverses;Produits services, domaine et ventes div;C;F;0;2015;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2013;M71;M71-M71;Régions
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2022;M52;M52-M52;Départements
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2020;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2020;M4;M4-M44;Etablissements publics fonciers locaux
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2022;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
024;Produits des cessions d'immobilisations;Produits des cessions d'immobilisations;L;I;0;2018;M61;M61-M61;Service départemental d'incendie et de secours
45442;Opérations d'aménagement foncier;Opérations d'aménagement foncier;C;I;0;2014;M52;M52-M52;Départements
73;Impôts et taxes;Impôts et taxes;C;F;0;2020;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2021;M57;M57-M57;Métropoles et collectivités territoriales uniques
013;Atténuations de charges;Atténuations de charges;G;F;0;2015;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2015;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
021;Virement de la section d'exploitation;Virement de la section d'exploitation;L;I;0;2015;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
73;Impôts et taxes;Impôts et taxes;C;F;0;2023;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
013;Atténuations de charges;Atténuations de charges;G;F;0;2023;M57;M57-M57_P;
69;Impôts sur les bénéfices et assimilés;Impôts sur les bénéfices et assimilés;C;F;0;2017;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
70;Produits des services, du domaine et ventes diverses;Produits services, domaine et ventes div;C;F;0;2013;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
4552;Opérations d'investissement sur EPLE;Opérations d'investissement sur EPLE;C;I;0;2023;M57;M57-M57_A;Métropoles et collectivités territoriales uniques (Plan abrégé)
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2019;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2022;M71;M71-M71;Régions
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2016;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
74;Subventions d'exploitation;Subventions d'exploitation;C;F;0;2019;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2015;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2022;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2013;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2015;M14;M14-M14_CE;Caisses des écoles
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations d'ordre à l'intérieur de la s;G;F;0;2014;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2016;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
4571;Opérations d'investissement sur voirie communale (effectuées par des groupements);Opérat° invest. voirie communale (grpt);C;I;0;2014;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2018;M57;M57-M57;Métropoles et collectivités territoriales uniques
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2015;M4;M4-M44;Etablissements publics fonciers locaux
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2013;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
014;Atténuations de produits;Atténuations de produits;G;F;0;2018;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
76;Produits financiers;Produits financiers;C;F;0;2020;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
014;Atténuations de produits;Atténuations de produits;G;F;0;2016;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
002;Résultat d'exploitation reporté;Résultat d'exploitation reporté;L;F;0;2014;M4;M4-M4;Services publics locaux à caractère industriel et commercial
22;Immobilisations reçues en affectation;Immobilisations reçues en affectation;C;I;0;2014;M61;M61-M61;Service départemental d'incendie et de secours
4572;Opérations d'investissement sur voirie communale (effectuées par des groupements);Opérat° invest. voirie communale (grpt);C;I;0;2015;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
45441;Opérations d'aménagement foncier;Opérations d'aménagement foncier;C;I;0;2020;M57;M57-M57;Métropoles et collectivités territoriales uniques
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2018;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2019;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2015;M4;M4-M42;Services publics des abattoirs
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2013;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2023;M61;M61-M61;Service départemental d'incendie et de secours
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2023;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2019;M57;M57-M57;Métropoles et collectivités territoriales uniques
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2015;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Compte de liaison : affectat° (BA,régie);C;I;0;2017;M4;M4-M4;Services publics locaux à caractère industriel et commercial
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2018;M4;M4-M44;Etablissements publics fonciers locaux
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2013;M4;M4-M44;Etablissements publics fonciers locaux
204;Subventions d'équipement versées;Subventions d'équipement versées;C;I;0;2018;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
73;Impôts et taxes;Impôts et taxes;C;F;0;2021;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
66;Charges financières;Charges financières;C;F;0;2018;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
21;Immobilisations corporelles;Immobilisations corporelles;C;I;0;2020;M71;M71-M71;Régions
014;Atténuations de produits;Atténuations de produits;G;F;0;2018;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2022;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2016;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2013;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
001;Solde d'exécution de la section d'investissement reporté;Solde d'exécution investissement reporté;L;I;0;2016;M61;M61-M61;Service départemental d'incendie et de secours
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2019;M4;M4-M42;Services publics des abattoirs
024;Produits des cessions d'immobilisations;Produits des cessions d'immo.;L;I;0;2022;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2013;M4;M4-M44;Etablissements publics fonciers locaux
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations ordre intérieur de la section;G;F;0;2022;M57;M57-M57_D;Métropoles et collectivités territoriales uniques (Plan développé)
4581;Opérations sous mandat;Opérations sous mandat;C;I;0;2017;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
74;Subventions d'exploitation;Subventions d'exploitation;C;F;0;2018;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
78;Reprises sur provisions et dépréciations;Reprises sur provisions et dépréciations;C;F;0;2020;M4;M4-M44;Etablissements publics fonciers locaux
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2023;M57;M57-M57_P;
78;Reprises sur provisions et dépréciations;Reprises sur provisions et dépréciations;C;F;0;2016;M4;M4-M4;Services publics locaux à caractère industriel et commercial
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2021;M4;M4-M4;Services publics locaux à caractère industriel et commercial
74;Contributions et participations;Contributions et participations;C;F;0;2014;M61;M61-M61;Service départemental d'incendie et de secours
4551;Opérations d'investissement sur EPLE;Opérations d'investissement sur EPLE;C;I;0;2013;M71;M71-M71;Régions
13;Subventions d'investissement;Subventions d'investissement;C;I;0;2018;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2015;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
26;Participations et créances rattachées à des participations;Participat° et créances rattachées;C;I;0;2021;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
013;Atténuations de charges;Atténuations de charges;G;F;0;2020;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2019;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2021;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
68;Dotations aux amortissements et aux provisions;Dotations amortissements et provisions;C;F;0;2015;M52;M52-M52;Départements
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2018;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
22;Immobilisations reçues en affectation;Immobilisations reçues en affectation;C;I;0;2022;M14;M14-M14_CE;Caisses des écoles
